Review Text,Prediction,Error Type
"Only begrudgingly given them a 1 star!
 Utterly useless website, webchat is pointless, website messages require a title from a drop down box which they have failed to populate,
 Only want a written statement but this is beyond their capability!
 Was promised a statement from an unhappy fed up 'agent' but what was received a week later login details that I already had!
 I explained to an overseas agent again explaining I have no idea who they were or who set up this pension for which they emailed me to say I could review my statement on their sub standard website and then asked me for the employer's details!!
 About as useful as a tampax in a monastery
 If this is the only way if getting customer service then so be it!
 Please transfer whatever is in my 'pot to people's pension who's website is easy to navigate and works flawlessly
 Thanks for the reply nest team wasted enough time now!
 Please reply to the email sent so that I can close the account",login details##Account & Access##already had##negative,Undergeneration
"Only begrudgingly given them a 1 star!
 Utterly useless website, webchat is pointless, website messages require a title from a drop down box which they have failed to populate,
 Only want a written statement but this is beyond their capability!
 Was promised a statement from an unhappy fed up 'agent' but what was received a week later login details that I already had!
 I explained to an overseas agent again explaining I have no idea who they were or who set up this pension for which they emailed me to say I could review my statement on their sub standard website and then asked me for the employer's details!!
 About as useful as a tampax in a monastery
 If this is the only way if getting customer service then so be it!
 Please transfer whatever is in my 'pot to people's pension who's website is easy to navigate and works flawlessly
 Thanks for the reply nest team wasted enough time now!
 Please reply to the email sent so that I can close the account",customer service##Customer Support##so be it##negative,Undergeneration
"I have tried to reset my password but have not received the reset email.
 I have made phone calls but still can't not access my account",reset my password##Account & Access##can't##negative,Hallucination
"I have tried to reset my password but have not received the reset email.
 I have made phone calls but still can't not access my account",reset email##Account & Access##not received##negative,Wrong Aspect/Opinion
"I have tried to reset my password but have not received the reset email.
 I have made phone calls but still can't not access my account",phone calls##Customer Support##can't access my account##negative,Hallucination
"I have tried to reset my password but have not received the reset email.
 I have made phone calls but still can't not access my account",made phone calls##Customer Support##still can't acces##negative,Undergeneration
"I have tried to reset my password but have not received the reset email.
 I have made phone calls but still can't not access my account",reset password##Account & Access##not received##negative,Undergeneration
Super easy to transfer all my pensions into one,transfer##Fund Management##super easy##positive,Hallucination
Super easy to transfer all my pensions into one,transfer all my pensions##Process & Onboarding##Super easy##positive,Undergeneration
Because you help do it for me which was good,help##Customer Support##good##positive,Correct
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",customer service##Customer Support##horrible##negative,Wrong Aspect/Opinion
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",account management##Account & Access##no check and balances##negative,Wrong Aspect/Opinion
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",account##Account & Access##can't access##negative,Wrong Aspect/Opinion
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",customer service##Customer Support##long chat##negative,Wrong Aspect/Opinion
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",support emails me back##Customer Support##not enough##negative,Hallucination
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",customer care agent##Customer Support##hungs up on me##negative,Wrong Aspect/Opinion
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",customer care agent##Customer Support##would encourage anyone considering nest##negative,Wrong Aspect/Opinion
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",my account##Account & Access##can't access##negative,Undergeneration
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",customer service##Customer Support##Horrible##negative,Undergeneration
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",account management##Account & Access##no check##negative,Undergeneration
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",Support emails me back##Customer Support##provided data is not enough##negative,Undergeneration
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",customer care agent##Customer Support##hangs up on me##negative,Undergeneration
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",encourage##Trust & Reliability##to look elsewhere##negative,Undergeneration
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",call customer service##Customer Support##lengthy chat##negative,Undergeneration
"Horrible customer service and account management, with no check and balances in place.
 1. Happy to take my pension contributions for over 2 years without checking my details, specifically date of birth being incorrect.
 2. Can't access my account.
 3. Call customer service who after lengthy chat asks me to email my passport details to 'support'.
 4. Support emails me back a week later, and says provided data is not enough and asks me to call customer care.
 5. Call customer care, who says 'we don't have access to our email inbox at the moment' - I kid you not - and asks me to email my details again to support and wait another 10days.
 6. When I ask to confirm what other details they need - customer care agent simply hangs up on me… did not raise my voice, was not rude.
 
 Would encourage anyone considering nest, to look elsewhere.",customer care##Customer Support##dont have access##negative,Undergeneration
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.",security issues##Account & Access##fob me off##negative,Wrong Category
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.",details of these bank accounts##Account & Access##insecure##negative,Hallucination
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.",details of these bank accounts##Account & Access##no security issues##negative,Hallucination
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.",security issues##Account & Access##no##negative,Hallucination
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.",customer service##Customer Support##no##negative,Hallucination
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.",money##Fund Management##will not get paid before the 8 week deadline##negative,Hallucination
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.",complaint##Transparency & Communication##insecure##negative,Hallucination
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.",security##Trust & Reliability##refusing to pay me my money##negative,Hallucination
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.",security issues##Transparency & Communication##fob me off##negative,Undergeneration
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.",financial ombudsman##Trust & Reliability##will get my money##negative,Undergeneration
"Again !!!! I have been asked to provide more information. This company is a complete joke.
 I've verified everything possible, providing bank account details, statements and even verifying over the phone with a code, and still no money and entering the last round of verification.
 I have already officially complained to nest, they will not doubt fob me off with security issues. A load of rubbish, they just want to hold onto the money as long as they possibly can. AVOID NEST !!!
 
 I've read your reply to the above review, and I got what I expected, and to be honest, it's rubbish. There are no security issues with these bank accounts. I have asked tim and time again about what details of these bank accounts are insecure, and surprise, surprise, no one knows. How convenient. The reason why I'm not getting my money is you just want to keep hold of it. I have no doubt I will not get paid before the 8 week deadline, after my complaint was made.
 Hopefully the financial ombudsman will get me my money and the real reason for you refusing to pay me my money.","identity verification##Account & Access##verified everything, still no money##negative",Undergeneration
"Easy to navigate, simple to use",navigate##Website & Usability##easy##positive,Hallucination
"Easy to navigate, simple to use",use##Website & Usability##simple##positive,Hallucination
"Easy to navigate, simple to use","navigate, use##Website & Usability##Easy, simple##positive",Undergeneration
Quick and easy process to do. Excellent service.,process##Process & Onboarding##quick and easy##positive,Wrong Aspect/Opinion
Quick and easy process to do. Excellent service.,service##Customer Support##excellent##positive,Wrong Aspect/Opinion
Quick and easy process to do. Excellent service.,process##Process & Onboarding##Quick and easy##positive,Undergeneration
Quick and easy process to do. Excellent service.,service##Customer Support##Excellent##positive,Undergeneration
Very easy to access to see how much is in my pot,access##Account & Access##easy##positive,Hallucination
Very easy to access to see how much is in my pot,access see pot##Website & Usability##Very easy##positive,Undergeneration
Just think they've handled my money greatly in such hard times,money##Fund Management##handled greatly##negative,Hallucination
Just think they've handled my money greatly in such hard times,handled my money##Fund Management##greatly##positive,Undergeneration
"Those who designed the site do not realize anything about it, it is the most horrible and backward things that I ever used, and in this case I could not. Today with safer and more fast processes, because they still use past century techniques. Using the authenticating service on the phone is safer and more efficient.
 I tried twice and I couldn't get everything because I was wrong to answer a security question, I hope it will send me the access code by post.
 NOTE = 0 (zero) For this service, I would make a better site, in the time I dedicated to web design and security.
 I hope you resolve this once and for all, since it has been dragging on since 2017, I do not know if they received and from whom contributions until 2022. Since 2023 I work with The People First and that makes me more peace of mind. I have no problem, already with NEST, I advise you to be away from them.",authenticating service##Customer Support##serious and more efficient##positive,Hallucination
"Those who designed the site do not realize anything about it, it is the most horrible and backward things that I ever used, and in this case I could not. Today with safer and more fast processes, because they still use past century techniques. Using the authenticating service on the phone is safer and more efficient.
 I tried twice and I couldn't get everything because I was wrong to answer a security question, I hope it will send me the access code by post.
 NOTE = 0 (zero) For this service, I would make a better site, in the time I dedicated to web design and security.
 I hope you resolve this once and for all, since it has been dragging on since 2017, I do not know if they received and from whom contributions until 2022. Since 2023 I work with The People First and that makes me more peace of mind. I have no problem, already with NEST, I advise you to be away from them.",security question##Customer Support##couldn't get everything##negative,Hallucination
"Those who designed the site do not realize anything about it, it is the most horrible and backward things that I ever used, and in this case I could not. Today with safer and more fast processes, because they still use past century techniques. Using the authenticating service on the phone is safer and more efficient.
 I tried twice and I couldn't get everything because I was wrong to answer a security question, I hope it will send me the access code by post.
 NOTE = 0 (zero) For this service, I would make a better site, in the time I dedicated to web design and security.
 I hope you resolve this once and for all, since it has been dragging on since 2017, I do not know if they received and from whom contributions until 2022. Since 2023 I work with The People First and that makes me more peace of mind. I have no problem, already with NEST, I advise you to be away from them.",site##Website & Usability##really better##negative,Wrong Aspect/Opinion
"Those who designed the site do not realize anything about it, it is the most horrible and backward things that I ever used, and in this case I could not. Today with safer and more fast processes, because they still use past century techniques. Using the authenticating service on the phone is safer and more efficient.
 I tried twice and I couldn't get everything because I was wrong to answer a security question, I hope it will send me the access code by post.
 NOTE = 0 (zero) For this service, I would make a better site, in the time I dedicated to web design and security.
 I hope you resolve this once and for all, since it has been dragging on since 2017, I do not know if they received and from whom contributions until 2022. Since 2023 I work with The People First and that makes me more peace of mind. I have no problem, already with NEST, I advise you to be away from them.",service##Customer Support##does not know if they received and from whom contributions until 2022##negative,Hallucination
"Those who designed the site do not realize anything about it, it is the most horrible and backward things that I ever used, and in this case I could not. Today with safer and more fast processes, because they still use past century techniques. Using the authenticating service on the phone is safer and more efficient.
 I tried twice and I couldn't get everything because I was wrong to answer a security question, I hope it will send me the access code by post.
 NOTE = 0 (zero) For this service, I would make a better site, in the time I dedicated to web design and security.
 I hope you resolve this once and for all, since it has been dragging on since 2017, I do not know if they received and from whom contributions until 2022. Since 2023 I work with The People First and that makes me more peace of mind. I have no problem, already with NEST, I advise you to be away from them.",peace of mind##Customer Support##no problem##negative,Hallucination
"Those who designed the site do not realize anything about it, it is the most horrible and backward things that I ever used, and in this case I could not. Today with safer and more fast processes, because they still use past century techniques. Using the authenticating service on the phone is safer and more efficient.
 I tried twice and I couldn't get everything because I was wrong to answer a security question, I hope it will send me the access code by post.
 NOTE = 0 (zero) For this service, I would make a better site, in the time I dedicated to web design and security.
 I hope you resolve this once and for all, since it has been dragging on since 2017, I do not know if they received and from whom contributions until 2022. Since 2023 I work with The People First and that makes me more peace of mind. I have no problem, already with NEST, I advise you to be away from them.",resolve##Customer Support##been dragging on##negative,Undergeneration
"Those who designed the site do not realize anything about it, it is the most horrible and backward things that I ever used, and in this case I could not. Today with safer and more fast processes, because they still use past century techniques. Using the authenticating service on the phone is safer and more efficient.
 I tried twice and I couldn't get everything because I was wrong to answer a security question, I hope it will send me the access code by post.
 NOTE = 0 (zero) For this service, I would make a better site, in the time I dedicated to web design and security.
 I hope you resolve this once and for all, since it has been dragging on since 2017, I do not know if they received and from whom contributions until 2022. Since 2023 I work with The People First and that makes me more peace of mind. I have no problem, already with NEST, I advise you to be away from them.",advise##Trust & Reliability##to be away##negative,Undergeneration
"Those who designed the site do not realize anything about it, it is the most horrible and backward things that I ever used, and in this case I could not. Today with safer and more fast processes, because they still use past century techniques. Using the authenticating service on the phone is safer and more efficient.
 I tried twice and I couldn't get everything because I was wrong to answer a security question, I hope it will send me the access code by post.
 NOTE = 0 (zero) For this service, I would make a better site, in the time I dedicated to web design and security.
 I hope you resolve this once and for all, since it has been dragging on since 2017, I do not know if they received and from whom contributions until 2022. Since 2023 I work with The People First and that makes me more peace of mind. I have no problem, already with NEST, I advise you to be away from them.",authenticating##Account & Access##mast ecentury techniques##negative,Undergeneration
"Those who designed the site do not realize anything about it, it is the most horrible and backward things that I ever used, and in this case I could not. Today with safer and more fast processes, because they still use past century techniques. Using the authenticating service on the phone is safer and more efficient.
 I tried twice and I couldn't get everything because I was wrong to answer a security question, I hope it will send me the access code by post.
 NOTE = 0 (zero) For this service, I would make a better site, in the time I dedicated to web design and security.
 I hope you resolve this once and for all, since it has been dragging on since 2017, I do not know if they received and from whom contributions until 2022. Since 2023 I work with The People First and that makes me more peace of mind. I have no problem, already with NEST, I advise you to be away from them.",site##Website & Usability##most horrible and backward thing I ever used##negative,Undergeneration
"Easy to top up, and track how the funds are doing",top up##Fund Management##easy##positive,Wrong Aspect/Opinion
"Easy to top up, and track how the funds are doing",track how the funds are doing##Fund Management##easy##positive,Hallucination
"Easy to top up, and track how the funds are doing",track how the funds are doing##Website & Usability##Easy##positive,Undergeneration
"Easy to top up, and track how the funds are doing",top up##Fund Management##Easy##positive,Undergeneration
Having my employer's contributing to my pension pot is like having a pay increase.,contributing to my pension pot##Fund Management##like having a pay increase##positive,Hallucination
Having my employer's contributing to my pension pot is like having a pay increase.,employers contribution##Fund Management##pay increase##positive,Undergeneration
"I retired at the end of March 2024 and I'm STILL trying to get Nest to release my tax free Lump Sum and the OMO to enable my annuity provider to make monthly payments to me.
 I have provided all of the requested information to Nest time and time again. They have called me twice on my mobile when I've been travelling or shopping saying that they need further information but wouldn't tell me what information was required without me giving them my membership number and national insurance number, which I didn't have with me. I wasn't even sure that it was really Nest on the phone, it could have been a scammer!
 The reviewers on here saying how easy it is to sign up and view and use the Nest website will certainly have a different opinion of Nest when they try to get a payout.
 Today I have received yet another message from them asking me to contact them to confirm my bank details. I have already done this several times and provided the information through their website!
 They use every delay tactic possible😡",Nest##Trust & Reliability##trying to get##negative,Hallucination
"I retired at the end of March 2024 and I'm STILL trying to get Nest to release my tax free Lump Sum and the OMO to enable my annuity provider to make monthly payments to me.
 I have provided all of the requested information to Nest time and time again. They have called me twice on my mobile when I've been travelling or shopping saying that they need further information but wouldn't tell me what information was required without me giving them my membership number and national insurance number, which I didn't have with me. I wasn't even sure that it was really Nest on the phone, it could have been a scammer!
 The reviewers on here saying how easy it is to sign up and view and use the Nest website will certainly have a different opinion of Nest when they try to get a payout.
 Today I have received yet another message from them asking me to contact them to confirm my bank details. I have already done this several times and provided the information through their website!
 They use every delay tactic possible😡",Nest##Customer Support##use every delay tactic possible##negative,Wrong Aspect/Opinion
"I retired at the end of March 2024 and I'm STILL trying to get Nest to release my tax free Lump Sum and the OMO to enable my annuity provider to make monthly payments to me.
 I have provided all of the requested information to Nest time and time again. They have called me twice on my mobile when I've been travelling or shopping saying that they need further information but wouldn't tell me what information was required without me giving them my membership number and national insurance number, which I didn't have with me. I wasn't even sure that it was really Nest on the phone, it could have been a scammer!
 The reviewers on here saying how easy it is to sign up and view and use the Nest website will certainly have a different opinion of Nest when they try to get a payout.
 Today I have received yet another message from them asking me to contact them to confirm my bank details. I have already done this several times and provided the information through their website!
 They use every delay tactic possible😡",delay##Customer Support##use every delay tactic possible##negative,Undergeneration
"I retired at the end of March 2024 and I'm STILL trying to get Nest to release my tax free Lump Sum and the OMO to enable my annuity provider to make monthly payments to me.
 I have provided all of the requested information to Nest time and time again. They have called me twice on my mobile when I've been travelling or shopping saying that they need further information but wouldn't tell me what information was required without me giving them my membership number and national insurance number, which I didn't have with me. I wasn't even sure that it was really Nest on the phone, it could have been a scammer!
 The reviewers on here saying how easy it is to sign up and view and use the Nest website will certainly have a different opinion of Nest when they try to get a payout.
 Today I have received yet another message from them asking me to contact them to confirm my bank details. I have already done this several times and provided the information through their website!
 They use every delay tactic possible😡",called me twice##Trust & Reliability##could have been a scammer##negative,Undergeneration
