Review Text,Aspect Term,Aspect Category,Opinion Term,Sentiment Polarity,Done,Main,Human
I can't log in to my nest pension online I don't know what happen it's either I can't used my username and so on..hope I can log in soon,,,,,,1.0,
"I initially really liked this pension provider. The online portal is informative although very basic. It also has a chat facility which seemed fast and normally issues were able to sort most queries out. I also like interactive online services. It wasnât always clear but it had potential. So what changed?

I decided to change to another pension provider where I can control investments. Thatâs where problems started.

I had heard that [Company X] was particularly bad at transferring out, finding excuses and delaying, according to a few independent pension advisors.

So, being a little concerned after the process started with my chosen company, I contacted [Company X] via chat. I explained that I was transferring out and wanted to know if things were running smoothly from their end. The said there were no issues. But nevertheless I asked them to double check to see if I needed to do anything to ensure the process happened as quickly as possible, without delay. They agreed to check took a while to investigate but confirmed that I had no need to worry, everything was fine, I didnât need to do anything. They told me it would take 4 weeks from initially receiving the request to completion. Therefore, I was relieved and didnât think any more of it.

When we entered into the following month [Company X] left a secure message saying because I had not unchecked a tab in the dashboard confirming end of contributions from the employer the transfer would be discontinued. I immediately looked at the dashboard clicked the tab as instructed. I did this the moment I got the message.

I was hoping they would immediately see they had previously checked and made a mistake by not advising me correctly, and as I had acted as soon as I found out of their error.

So I complained via chat explaining that [Company X] has checked everything beforehand. I also explained that my ex- employer didnât contribute anyway. I got nowhere. So I completed a secure complaint but it said that they would not reply within 10 days. I also send an email to nest pension head office.

So what is the big deal you might ask? Well, I rely on a representative telling me the truth, and being held accountable if they make mistakes. The delay in pension transfer extends the completed transfer by 2 months because they cancelled it and it had to start all over again. I also have to wait for the next month.

What else could be disturbing? Well, if a pension company holds into your pension, they are using your money to invest. In this case I have longer to wait before I can invest and contribute than what is typical. Basically, they are costing me money.

I am not happy with their customer service or inability to resolve issues that they have caused.

This company has potential to be a good company but there Customer service is awful. The delay in proper responses that donât include chat are very slow. 10 days is too long.

Their accountability seems to be non existent.

Very disappointed!",,,,,,1.0,
"It has taken 8 months and still counting to resolve an issue where my employer had used wrong NI number for me , sent them everything from documents and all but still they have not done anything. Don't use will change to another company after this issue is resolved",,,,,,1.0,
They are holding my money against my wishes. Iâm very unhappy.,,,,,,1.0,
"Very user friendly website, easy to keep track of your pension, didn't give 5 stars because only time will tell as to how it performs.",,,,,,1.0,
"Turn around times on responses are not bad, however they respond and are very efficient and knowledgeable.",,,,,,1.0,
Easy to understand information. Prompt reply. Over all very professional and informative.,,,,,,1.0,
"Appreciate The Annual Review , Everything Is Mentioned And Very Understandable , Thank You , Please Keep Up The Good Work",,,,,,1.0,
good good good good good good better best,,,,,,1.0,
"Good, efficient, easy to access online",,,,,,1.0,
"Never use these they will steal from you. Horrible
And difficult Company",,,,,,1.0,
Having a Net-pension is great opportunity to enjoy and relax in near future for retirement. Thanks,,,,,,1.0,
"- I'm very happy with the service. The only thing you guys have to work is to find a way for us to take our money out at any time. Means we don't need to wait until 60 or 65 years old.

Cheers,
Marco",,,,,,1.0,
"If you have a [Company X] pension, it's because your employer has chosen it and not you.

[Company X] know their customers usually don't have any say and so provide very poor value for money through extortionate fees charged on contributions.",,,,,,1.0,
it is a very easy way to see what i have in my pension pot,,,,,,1.0,
"Excellent when adding other pension pots to the nest pot. [Company X] do everything for you, all you have to do is tell them how much is in and who the pension pot is run by and it is all sorted for you. i have already transferred two pension pots in with no hiccups whatsoever.
I'm very happy to have [Company X] run my pension pot as i can check it whenever i want to and see how much it is growing.",,,,,,1.0,
"Having taken early NHS retirement ( [PhoneNumber] scheme) and returned to part-time work in the NHS it was great to know that I could enrol in [Company X] up to state pension age with an opportunity to top up along the way.

I found it very easy to access the information when needed and all my queries were dealt with very quickly.",,,,,,1.0,
I have no problem with this company the help is there if you need help I have been told everything I need to know I can recommend this company very impressed,,,,,,1.0,
I feel there is a big language barrier trying to deal with your representatives on the telephone.,,,,,,1.0,
Each time I have used the [Company X] website it has been easy to access very clear information,,,,,,1.0,
I have had no problems in my dealings with this company,,,,,,1.0,
I found that I could have put my pension in a rubbish savings account and made more money!,,,,,,1.0,
I would always recommend Nestpension to everyone.,,,,,,1.0,
"Relatively easy to navigate to begin with, some small
Hiccups but called and easily sorted. Easily to keep up to date with balance",,,,,,1.0,
N/A do not have any think to write,,,,,,1.0,
"Easy to use, no problems",,,,,,1.0,
"[Company X] Pension agents are very helpful when you reach out to them. I have never not had an issue resolved. The only downfall of [Company X] is everything takes a very long time to process, usually several weeks. Everything works out in the end but the wait can be racking as you receive late notification letters.",,,,,,1.0,
"Very communicative, excellent, honest, informative, loyal, professional, reliable and trustworthy service, never let's you down.",,,,,,1.0,
Excellent service. Regular email updates and all info is clear. Online account is easy to use and navigate.,,,,,,1.0,
Simple to use and helpful staff for any questions,,,,,,1.0,
"Been with [Company X] for several years and Pension is accruing as expected
Easy to use Web site",,,,,,1.0,
"No Response to why money taken from my wages , but has not been added to my [Company X] pension 6 months on. Keep passing the buck and not at all helpful",,,,,,1.0,
Very good and straight forward,,,,,,1.0,
My review is for the simplicity of the web site and how easy it is to navigate around. At the moment I've not had any need to do anything other than look around it.,,,,,,1.0,
"Hi there, im quite happy with nest pension, i believe it helps us to save for our future. Thankyou.",,,,,,1.0,
Very good easy to understand,,,,,,1.0,
"I have been participating in this scheme since starting work at Queen's in [PhoneNumber]. After, 14 years of dedicated work, during which I have been repeatedly hired and fired every three months, I think I have amassed a total entitlement of about Â£[PhoneNumber] - and that may be optimistic. Its worse than a joke, its an insult.",,,,,,1.0,
"With [Company X], I think the first line of communication is being able to understand both parties.
Lack of communication is paramount, and that's not the case with [Company X].
I have been trying for almost two weeks to access my online account, but to no avail.
I spoke to customer services, all the information I got was totally useless, it didn't work.
I am still trying to talk to them to get this what should be a simple matter sorted out.",,,,,,1.0,
I couldnât trust my previous employer to pay the correct contributions and noticed that nest picked up on a problem & my previous employer was reported to the pensions regulator. Thank you nest pensions!,,,,,,1.0,
"Good communication - responsive, quick and supportive.",,,,,,1.0,
don't know how I would draw a pension from it. what is the process?,,,,,,1.0,
"The [Company X] pension online is very useful & very clear to understand. Well done and good job for letting us to see all our deatails online.
EXCELLENT SERVICE.",,,,,,1.0,
"[Company X] Pension is easy to use, never had any issues. Great service. Only suggestion would for there to be a [Company X] Pension app.",,,,,,1.0,
"This pension just seemed to happen!
I have no idea how much I will receive from it when I retire !",,,,,,1.0,
"Haven't had any problems with nest so far, very informative and easy to work through website.",,,,,,1.0,
I haven't had any contact with nest I check my pension once in awhile and I'm happy with that thank you .,,,,,,1.0,
Highly recommended to look after you money,,,,,,1.0,
"So difficult to deal with.
My employer was usig [Company X] so I auto enrolled, it seemed smooth with a website made in when windows XP was in its prime, with bare to none online help, expensive chargeable phone number and a stupid mailbox system. Stick with paper. I'm trying to transfer my funds out of [Company X] to another company and it has taken me about 6 months now because [Company X] are being so difficult. Now they are saying I require professional advice from a financial advisor before I can. I'm like what, are you going to pay for that then? They are old enough also to think a wet signature is more secure than a digitally ID imprinted one. Get with the times grandad who still uses a pocket watch.
If your considering nest, I wouldn't both. Thanks for reading",,,,,,1.0,
"Very Expensive and slow

- 1.8% charge just to contribute? Then the annual charge of 0.3%. Crazy

- Website looks like it was created during the dotcom era.

- Extremely slow to invest, i've had funds waiting for over a month

- No app",,,,,,1.0,
Terrible! Its like a poorly designed government website that is difficult to use. Awful!,,,,,,1.0,
Have not had any dealings with nest yet so could not give a review in the star rating system that would be accurate however I do hope that when I need help they will be there to help,,,,,,1.0,
"[Company X] seems to get a lot of flack, I find thatâs from people who donât realise what other fund options with them are available. Iâve nothing but good experience. Iâve changed the default on mine to the Shariah one as itâs pure equities in big tech companies such as Apple, Microsoft and even a nice holding in Tesla. This fund has a 4 star rating with the Financial Times and has delivered an incredible 125 percent return in the last 5 years. Itâs aggressive and riskier than most but over a 20 year period I believe this will destroy most other funds on the market. I even have my own SIPP I trade in aswell, even thinking of transferring all the profits across to [Company X] in near future once my selected stocks have popped up. Next 10 years loading in as much as I can.",,,,,,1.0,
"What I can I say...Nothing but bad experience from this company..I've been trying now for 4 months to transfer my money across to another provider..Its still going on now...Such bad customer service from an Indian call centre..
Keep just fobbing me off..

AVOID AVOID don't invest your pension money with this company..
Supposed to be government backed..What a joke..",,,,,,1.0,
Horrendous - If you have a query all I can say is Good Luck -Customer service shocking - no one calls you back - Complaints team do not want to speak to you - they have sent a letter to say call if you want to discuss further - Joke they still wont speak to you - bog standard responses in emails - they dont read the information that you send them Â£500 was sent to them in July and information provided yet they have still not allocated it. This is for my sons pension contributions from an employer that went into liquidation but as an Employer and a payroller myself I will not recommend this company to anyone. If any employer is looking at this do not use this for your pension scheme,,,,,,1.0,
"I am usually not that person who leaves reviews but this is about money - so could not stay aside.

I cannot stress more how disappointed I am about this service. I was automatically enrolled into this pension schema, and then due to the urgency I had to leave the country so I did not receive their welcome pack in time and could not opt-out. I was never disappointed about 300 quids that much. Stuff is not helpful at all, it's ridiculous that they live in a completely different reality and are not able to put themselves into their customer's shoes.

I am sure you guys will get some instant karma the other day.",,,,,,1.0,
"It's a scam! I paid almost Â£500 in to a [Company X] account and I'll probably never see it again! :( No helpline number to speak with an advisor directly about my concerns.
Extremely disappointed. I don't know why I was daft enough to sign up in the first place. I trusted my employer and believed that it was a worthwhile investment...",,,,,,1.0,
Canât really say that I have had a bad experience. Good customer care teams and prompt to answer the phone. 5 star well deserved.,,,,,,1.0,
"Website easy to use.
Data for personal account is kept up-to-date and displayed clearly.
Maybe it would give savers a wider choice of risk if their pension pots could be split between two (or more) types of fund so that individual savers could select their own risk profile (i.e. some savings in retirement date fund and some savings in another fund which may be more adventurous). Some other savings entities allow a split of income for allocation between pots on a percentage basis, so it is certainly possible.",,,,,,1.0,
"Scam company that thinks itâs legit because itâs backed by the government. Took me 4 months to cancel payments and they wonât give me a penny back of contributions until Iâm 55. Even though I never agreed to make them and from day one was fighting to stop them going in. Genuinely feel like Iâve been robbed Â£300, way to make me trust the government even less.",,,,,,1.0,
I recently requested for [Company X] to transfer one of my pensions into my [Company X] works pension. I can honestly say that the all procedure only took a few weeks from [Company X] requesting the transfer. Everything went smoothly and efficiently and [Company X] kept me informed all way through the transfer. Well done.,,,,,,1.0,
"[Company X] have provided a pension service to me for the past 5 years and I am satisfied with the online website, their transparency and ease in communication.The online facility provides up to date valuations so you know where you stand at anytime over the life of the pension.",,,,,,1.0,
Very difficult to log in and manage your contributions....the staff very unprofessional...I ask for cancellation and refund amount and still not receive any refund amount....Avoid this [Company X],,,,,,1.0,
"Recently had a pension mature with another company that I had set up years ago. They couldnât give me clear answers as to how to transfer it but filled in a simple form from the [Company X] website and within days the transfer was done!
However as an employer I find it difficult to understand why [Company X] canât provide an annual payment record for end of year accounts.",,,,,,1.0,
"Excellent pension contribution scheme.
Easy to access nest login and keep an eye on your nest building contributions deducted from your wages,employers contribution and its really simple to set up extra personal contributions.Dont forget to complete an online form for tax relief and instruct to pay directly into your nest.
You can log in and check your balance within seconds.
Highly recommended.",,,,,,1.0,
"I am happy to have a pension, but what would be really good, would to receive one single up date each year and not constantly getting use less emails.",,,,,,1.0,
"Only been a member for about a year or so and not had any issues or problems to deal with so far ,I am though a little unsure how to actually access any details of my plan,Iâm not very good at the modern technology more happy with the old fashion letters in post,",,,,,,1.0,
Very poor in contacting you or updating you about your policy had to google search them to find how to contact them - had to use this company as it was the choice of my employer not given another option,,,,,,1.0,
Good in giving advice. At least you can see your breakdown of what you and your employer has paid and letâs you see how much you have in your pension,,,,,,1.0,
"easy to use , follow and understand",,,,,,1.0,
Hard to give a review as the company I worked for chose this company.,,,,,,1.0,
Easy to find out what you need to know with easy navigation around website,,,,,,1.0,
I am informed on time every month about my pension contributions.This gives me the chance to know what i will be expect at my retirement.,,,,,,1.0,
"Simple easy to use website, does what you want it to do , have had no problems whatsoever.",,,,,,1.0,
"Quick response to enquiry, very helpful and patience telephone staff, guided me through procedure.",,,,,,1.0,
"I have not had any problems with [Company X] so far, every time i have contacted them my problems were resolved",,,,,,1.0,
"No issues, this is the third time I have been employed where my employer adds me to [Company X] and each time t has been smooth.
What I do like is that everything links up from previous employers.",,,,,,1.0,
Everything fine and reasonably straightforward,,,,,,1.0,
Hi until now I had a good service itâs make easy everything online to check out my contributions,,,,,,1.0,
I spent many years as a supply teacher so my pension contribution went to [Company X] rather than a traditional Teachersâ Pension. I was horrified to find that the contributions amounted to pennies and havenât grown in line with other pensions. Please be more vigilant than me. My current employment has a [Company X] pension. When I enquired about receiving payment I was told I would receive less than I put in. Quite frankly terrifying.,,,,,,1.0,
I'm very happy with the service provided by [Company X],,,,,,1.0,
"I rarely use the site, but on the few occasions I have, in the last few years, I have not been able to access my area, with my existing log in details. On each occasion, I have had to contact my employers who have then had to assist me in doing this, and which has made it necessary for me to establish new log in details on each occasion. Information should be provided by [Company X] if login details only survive for a finite period of time.",,,,,,1.0,
"i have recently transferred another pension into my [Company X] pension, this was so easy with the help of the site, and i could see it in my sccount within the week.",,,,,,1.0,
I'm happy with how things are goin & looking with nest...I actually only activated your on-line service recently but am now checking up more regularly all looking very good thanks.,,,,,,1.0,
"Absolutely disappointed at the level of service, months and months of trying to resolve a simple issue, every time they said that they will resolve and send letter in the post, didnât happen.",,,,,,1.0,
I've never had any contact from yourselves,,,,,,1.0,
I didnt know anything about nest. I retired last year and returned to work a 18hr contract. So when I saw on my payslip I was paying into nest I panicked a wee.bit!!. I phoned payroll who explained and said to be honest not many people opt out so that made my mind up for me. I have no problems and everything was explained so I'm happy to be part of nest.,,,,,,1.0,
"I am very pleased with [Company X] - easy to use and very good progress with the investments.
Thank you",,,,,,1.0,
"They are very good, their web site is easy to find out how your pension is doing and easy to up your payments",,,,,,1.0,
Pain in the ass to sorted out my birth date wrong..for me big NO,,,,,,1.0,
"When required, the ability to get into the web site and avail of information has been straight forward and informative",,,,,,1.0,
Not happy at all because each time you change job and you enrolled on nest from a different company is created a knew nest account with your name and id in my case i have 3 different ones and to get all my savings in one account will be a long process of paper work.,,,,,,1.0,
"It's government led, so I'm confident it's trust worthy, I've been contributing for maybe 3 yrs, and my employer does also.",,,,,,1.0,
Contacted you at the beginning of the year as could not see any balances in my account. Was told by a member of staff this would not be visible till June. I have not looked but it would have been nice to receive some kind of alert/email to update me.,,,,,,1.0,
"Everything is very good. I just think you should have an app for easy access to your account.
Thank you.
Valdo Saat.",,,,,,1.0,
"Easy to use portal to access your pension account with a great at a glance summary on the dashboard. Transferring an old pension in was a breeze, would highly recommend.",,,,,,1.0,
"Waste or company. Auto enrolling employees without their confirmation, then you have to register with them in order to get your money back. But you can only opt out after 3 days after your registration. Shame on them.",,,,,,1.0,
"Auto enrolled by the employer.

I received my welcome pack and I signed up online to activate my account.

I then tried to log in but unsuccessfully as there is an error. I then tried to recover the username and password and even that function of their website doesn't work.

The webchat is useless - tried twice, followed the instructions from the operators and every time the result is the same: no access to my account.

Called their customer service and after a long call, I was told that I would receive an email with the info needed to log in for the first time.

Needless to say, the email never arrived. After another couple of attempts to log in (and another session on the webchat), I still cannot get access to my account. And it's been a month since I activated it.

I raised a complaint and I cannot wait to move my money somewhere else.",,,,,,1.0,
My experience with nest was very fantastic,,,,,,1.0,
"I can't really complain, I have got access to my account whenever I want to, and I have been informed whenever needed to about any changes that I need to know.I just want to say thanks for that.",,,,,,1.0,
I am fairly happy with the information provided.,,,,,,1.0,
"Awful company. I was auto enrolled and managed to cancel and get refund s my company let me know what was happening. The next year i was auto enrolled again without any communication from [Company X]. By the time i have realised it was too late to cancel. I note can either cancel and lose all the money i have paid in or stay. As i am not a citizen i am not guaranteed the money when i retire as May not be here. I have tried communicating with [Company X] but no one has replied.
Avoid this company at all costs.",,,,,,1.0,
"Reached the age I could withdraw some funds from my pension and started the process 23rd August.

Called to discuss then raised the request online. Submitted the requested proof of ID straight after requesting the withdrawal.

According to their online guide it should take 5 - 10 working days. No automated response to acknowledge the request or the proof of ID.

Chased via the chat system 28th August, not much help other than to say 'we are processing'

Email received 30th to acknowledge receipt of proof of ID and would contact if any further info required.

Chased via chat 3rd September - still processing, but unable to confirm when anything will be done.

7th September received email 2:29am asking for proof of ID, so I called them the 8:30am. They acknowledged they had the proof of ID and didn't need any more. Claimed it was because it was high value and it was with compliance to investigate.

Received email 10th September saying relevant team working on it and delays in approving the claim.

This isn't an insurance claim that needs approval, this is my money that I am entitled to.
13th September now, 15th working day and no update.

How any modern organisation can have a policy that they will respond to emails in 10 working days amazes me. Chat operators unable to do anything but apologise, call operators that can't transfer to a manager or any other department. Nobody capable of answering a simple question like ""when will I get my money"" or ""what is being checked that is taking so long""

edit: 17th September

[Company X] 'approved' my withdrawal 14th September (not long after this review was posted)

The funds didn't show as withdrawn until 16th Spetember, I couldn't get confirmation in writing that it had been transferred on the 14th until this morning (17th)

They phoned to confirm transfer had started, I questioned why it would take 3-5 days to transfer, when most banks allow almost instant transfer. It was explained that it wasn't just a transfer, but de-investment of my funds before transfer.

So the 5-10 days claimed by the website, turned into 16 working days to approve, plus 3-5 more days to get the money. All of which is mostly internal processing that isn't explained or communicated anywhere.

Raised a complaint with them. They aim to respond within 20 working days - so guess I'll hear sometime after Christmas :)

Edit: 22/09/[PhoneNumber]

Called a couple of time to confirm money was being transferred, was promised that the money would be in my account by end of day 21st.

22nd now and no money.

Started chat call as I can save the text as proof and was informed the money would be in my account 27th. No explanation of what has happened or why I was told one thing and they have changed.

Asked for callback from a manager (asked by name for the Member Services Manager that had sent me email). Expect that the call will come back from somebody that can't answer anything again.

Haven't had any written confirmation of my raised complaint, as apparently their internal 'secure messages' take 48 hours to deliver.

About time [Company X] invested in some modern IT systems and processes.

Edit 25/09/[PhoneNumber] in response to [Company X] reply:

The money still isn't in my account and I've not had a call from anybody despite being promised several times that somebody from complaints or management would be calling be.

I understand the need for checking identity - but without any communication it appears as if nothing is being done. My Home Office Security Clearance was processed in less than a week. A withdrawal of funds from my pension should not take longer than that.

A process that isn't working shouldn't be treated as a complaint (with a 20 day response) - it should be treated as an urgent issue that should be responded immediately.

I'm now evaluating best method to move entirely from [Company X] for the rest of my pension pot. Expect more complaints later.",,,,,,1.0,
"I cannot believe how appalling nest pension customer service is so much so I will consider changing my company to another provider..
My date of retirement was 31august [PhoneNumber] ...I completed all that was requested of me 7weeks before this date.all seemed straightforward...all forms done on line emails sent to check...I could not have been more wrong .
I tried to log in to my account...could not..phoned up was told account closed...two different advisors cannot tell me when my money will be paid....finally so angry that I have sent formal complaint..
Told completely different things ...would not give me the complaints team number....both advisors telling me they will personally make sure I get some answers soon...so retirement date 31st August and at 10th September no one knows what has happened to my money..
At end of call I received today from them the advisor said ""thank you for calling nest""
I said ""you called me""
She said ""oh yes""
Enough said.i really thought that taking myself and my company into nest would be the best as it is sponsored by the government....could not have been more wrong..
If my experience is anything to go by I wouldn't recommend to anyone who wants an efficient professional service...
I feel disappointed frustrated and really let down...come on nest people you can do better than this",,,,,,1.0,
"I, like the majority of people I guess, missed the Three minute window in which you could opt out of the [Company X] Pension because I have a busy life. This was done deliberately ofcourse because the people who were auto enrolled in general probably couldn't afford a pension. Which of course is why they didn't have one in the first place and so would never of voluntarily signed up for it if left to there own devices.
So what you might say, it's free money? Well it's not really to be honest because if your on a low wage your 3% contribution might buy you a couple of pints and a kebab now but in 30 years it might equal a loaf of bread if your lucky. you'd be better off investing your 3% at the bookies to be brutally honest, much better returns and you access your pot immediately. Or, if your sold on the pension thing....there better options out there people's.",,,,,,1.0,
Really helpful. I would recommend this service. Good staff who are happy to speak with you and resolve any issues.,,,,,,1.0,
"Easy to use web site with a clear and understandable front overview page for users to see what contributions are added monthly including employee, employer and tax relief contributions.",,,,,,1.0,
Timely information received and easy to set up. I have been recommending nest to my other work colleagues who plan to retire and get re-employed.,,,,,,1.0,
"the most ridiculous company that ever existed!

Called them countless times regarding the direct debit from my account, which hasn't been taken for 3 months. they requested different payment details, i obliged.
still haven't taken payment, I then have been locked out of my account and cannot access to have a look at what's going on as they have a different business name for me.

Contacted the helpline on the error message for the log in page and it was explained that I had to contact a different number as that line is for employees only.
Contacted the new number and they wanted an ID from a page on the account that I cant log into.

At this point my employees are probably thinking I'm embezzling money from their pension pots with the messages this company are sending them explaining how i just haven't bothered to pay!!

If you want the payment which I am legally obliged to give you call me [PhoneNumber] as I am getting nowhere with trying to contact you [Company X] pensions!",,,,,,1.0,
"Absolutely awful digital platform. They make every step as difficult as possible. Maybe the worst choice for pension provider about.

Update: Been trying to transfer pension to Penfold for weeks. [Company X] say they requested a copy of Penfold's Scheme Certificate which Penfold said they have supplied to them multiple times. I've called [Company X] several times and each time they say they have not received it. I've even given them exact times and dates Penfold supplied the certificate to them via email. [Company X] insist it'll take days to check if they received an email, DAYS! IT'S [PhoneNumber]! Moving a pension out of [Company X] is the most diabolical, infuriating process ever. I will be raising a complaint with the financial ombudsman.",,,,,,1.0,
Hope you have phone numbers to call if we have any questions or clarification regarding on my contributions. Because some of my contributions didnât go in my account. I canât see it online when Iâm checking my account. Thereâs some missing to my contribution. I hope you can fix this. I decided to get a nest pension because I used this before and when I changed my work they gave me different one ( Royal London ). And when I change again my work I told to my new employer if possible I can get the [Company X] pension so I can stopped my other pension. So please help me to get back the other contributions that is missing in my account. Thank you Arlain,,,,,,1.0,
Thank You to person M from India for his sincerity and the passing of the issue at a high level. I'm happy now. Thank you very much. From ms Anna,,,,,,1.0,
Very good looked after me very well,,,,,,1.0,
I like your to give me wot is your goals with my pension,,,,,,1.0,
"Worst Company. Take longer to reply and I have a disgusting move in. The team always with different excuses about my doubts. Will try to take out soon as possible

So anything new about my requests?
Or still the same worst Pension Scheme?
Please advise",,,,,,1.0,
"Clear concise website, you can have some control on what type of pot you want to put your money in. You can control who it is handed down to in the event of your death. Been a member for a while now, so far so good.",,,,,,1.0,
I have a [Company X] pension and I have recently used their online system to add additional payments. This was straight forward to use and easy to navigate.I recommend their services.,,,,,,1.0,
Easy to use and to see how much is in my account and how much my employer is paying in,,,,,,1.0,
"With nest through work, never had any problems",,,,,,1.0,
"Been in contact with these ,friendly, helpful, explained what I needed to know all good .",,,,,,1.0,
"I am very happy with [Company X] as an online facility, however as an older user of technology it would still be a nice gesture to receive a paper statement once or twice a year. Great scheme otherwise.",,,,,,1.0,
I have been trying to log on to my account but i keep getting a blank page . I have tried on another devive as well but still blank .Please advise how to rectify this please,,,,,,1.0,
"Very easy to use online. Every year we make top-up pension contributions before the tax year-end and it is always very easy to do and even when I cut it fine with the timing (last day of the tax year), the contributions go through correctly in right financial year.
.",,,,,,1.0,
Very happy with the service provided by [Company X] pensions. Rapid response to enquiries.,,,,,,1.0,
I donât have an opinion just yet as relatively new to nest pension,,,,,,1.0,
"Nice ,innovative and excellent work with good reforms.And using advance technology and policies to serve clients and customers satisfaction.",,,,,,1.0,
"My thermostat turns the heating up by itself even when i have turned off the auto schedule. This problem started the year after the warranty ran out.
So now all i so with the [Company X] is manually turn the heating up or down.
Not what i wanted from a so called smart thermostat",,,,,,1.0,
Good pension provider hopefully use maybe in the future again.,,,,,,1.0,
"I started a new job and was enrolled in the [Company X] Pension plan. Initially I decided h to o increase my personal contributions but I cancelled that after a couple of months as the value of my pension was less than the sum of the contributions!
I think the administration fees must be excessive, complacency I imagine , as [Company X] is convenient for so many employers.",,,,,,1.0,
"Simple and easy to navigate round their website, make for a stress free experience",,,,,,1.0,
Always used nest superb pension scheme advisors,,,,,,1.0,
Like the idea the website is good I prefer to have yearly updates on predicted income at pension age is it possible to top up the monthly payments ?,,,,,,1.0,
Lovely little savings scheme for us who decided to return after retiring,,,,,,1.0,
I have a works pension with nest i have never had a problem with them i am happy with their work,,,,,,1.0,
easy to use online keptup to date with statements etc could get more regular information overall no problem,,,,,,1.0,
"Self explanatory, very easy to use ðð thanks",,,,,,1.0,
There were no charts for you to see so couldnât look at anything.,,,,,,1.0,
Very good company and help when get Problems,,,,,,1.0,
I have no complaints.[Company X] keep me up to date with the performance of my Pension plan on a regular basis. The only small concern I have is any clarity on ways I could improve my Pension but Iâm sure if I made a telephone call I would get appropriate advice.,,,,,,1.0,
I cant say anything bad about nest as ive not had any problems with them. The site gives great information and very easy to use.,,,,,,1.0,
I really like the communication with [Company X] and the ease of their Website. Everything is clearly laid out and easy to understand. I recently merged another pension into [Company X] and the instructions were very clear and I had no issues with getting everything moved across smoothly.,,,,,,1.0,
Pretty average workplace pension provider in as much as they managed to lose me money for the first 3 years. They have started to improve however so all may not be lost.,,,,,,1.0,
Approachable good communication,,,,,,1.0,
You are the best,,,,,,1.0,
Very helpful with me making enquiries about withdrawing my pension,,,,,,1.0,
"I am very happy with [Company X]. When I needed to change my details, they did it quickly and replied straight away to the queries that I had.
Also any changes to my account they keep me up to date.",,,,,,1.0,
Excellent and trustable,,,,,,1.0,
"Having retired and returned I was told that I need to contribute to the [Company X] pension fund.
I know very little about it and aware that i am making monthly contributions",,,,,,1.0,
They keep you informed with information via an email on your pension. Also on the site there is plenty of information and answers to questions you might have.,,,,,,1.0,
"Nearly everything is done through the website, which is fine but the website feels a bit clunky and I have to rummage around to find the page to make a single contribution. It puld be more user friendly, I think.

Email queries are responded to quickly. However when I had a complaint it seemed to take a long time to resolve it.",,,,,,1.0,
I find [Company X] Pensions is an easy tool to use and very easy to understand.,,,,,,1.0,
"easy to login to your account, easy to understand,",,,,,,1.0,
Finding an end of tax year summary is hard. There used to be one as a message so at least that got presented to you as a new member. Now the info for a tax return is not clearly signposted,,,,,,1.0,
It's easy logging on to the site to check how my pension is doing and I have been pleasantly surprised with how the fund is building up. Everything is set out clearly and provides the information needed.,,,,,,1.0,
"I've been with [Company X] Pension since it was rolled out in UK.
I love the pension services they provide. They keep me update via emails with useful information.
But I would love [Company X] Pension to design or develop a handy mobile app platform which will be very handy for users to access their account more easily rather than always I have to use the browser to log into account.
Regards.
Eben.",,,,,,1.0,
Been with nest for 3years and have hade no problems with them easy to add extra funds as when I can.,,,,,,1.0,
I prefer it to be more updated daily. Some direct debit not showing till later on. I would like to see it is set for double checking. But there is no ways to check in website systems. It was quite disappointing.,,,,,,1.0,
"For the pension holder, the website is easy to use and navigate - it would get 5 stars. For the small business owner who uploads information, it would get zero stars. Needless complicated, unintuitive, randomly locks things, inexplicable provides date restrictions that make no sense.",,,,,,1.0,
I have been in the scheme 2 years and have found it a pretty good scheme overall thus far. I am both an investor in the scheme as well as using it as an Employer for monthly contributions and pension management. I have over 20 years experience as a trustee in previous schemes and a good understanding of investments. I would like to see more detail on the investment breakdown within the portfolio published on the website/ annual statement so its more accessible as I had to ask [Company X] for them as it wasnât clear on the website.,,,,,,1.0,
Good rates & a really useful platform. I've used [Company X] to collect a number of older pensions into 1.,,,,,,1.0,
HAD NO LUCK WITH GETTING ISSUE RESOLVED WHEN COMPANY FOLDING AND MONEY NOT BEING PAID TO [Company X],,,,,,1.0,
"Seems a very good service. Only problem I have is they send a message saying you have a email on your account, but I doesn't appear until later.",,,,,,1.0,
"Very easy site to use.
Everything I need to know on how my pension pot is growing.",,,,,,1.0,
Automated replies that donât answer questions properly. 25+ automated emails reporting my former employer for non/late payment of my contributions but no real action ever taken. I would not recommend nest pensions to anyone .,,,,,,1.0,
Great service. All issues and changes that I made to my scheme were made quick. Would recommend.,,,,,,1.0,
I find this a difficult site. It locks you out too easily. It takes a long time to get through on the phone and if you give a wrong answer they hang up the phone.,,,,,,1.0,
"Overall quite good. Website clear and concise. Reason for three stars is ; i requested a transfer from another pension company to them. Once confirmed they said it would take @ four to six weeks. That was in February, it was in late July when i found out transfer had been rejected. So,not the best contact.",,,,,,1.0,
Always happy to help never had any issues,,,,,,1.0,
"the site is pretty easy to use, provides a really helpful overview of everything and the customer service was really helpful when i had issues.",,,,,,1.0,
"Helpful to be able to access the information on one's Pension easily - with clear evidence of personal & Government additions & a final sum, thankyou",,,,,,1.0,
